name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,has_metal,metal_count,metal_symbols,metal_category,valid_smiles
ursodeoxycholyltaurine,9848818.0,4.802342,1.8006862,9848818,ursodeoxycholyltaurine,False,0.0,,No metal,True
ethynodiol-diacetate,9270.0,7.816507,3.9665022,9270,ethynodiol-diacetate,False,0.0,,No metal,True
oxyclozanide,16779.0,9.174623,0.853474,16779,oxyclozanide,False,0.0,,No metal,True
cb-5083,73051434.0,10.923099,-0.89034,73051434,cb-5083,False,0.0,,No metal,True
pindolol-(-),688095.0,10.625171,1.8781135,688095,pindolol-(-),False,0.0,,No metal,True
ambrisentan,6918493.0,8.693863,0.50123674,6918493,ambrisentan,False,0.0,,No metal,True
sevoflurane,5206.0,8.605617,1.8366563,5206,sevoflurane,False,0.0,,No metal,True
sulfacarbamide,11033.0,4.3791647,2.2340393,11033,sulfacarbamide,False,0.0,,No metal,True
r306465,10309899.0,3.8806467,1.6873684,10309899,r306465,False,0.0,,No metal,True
dimethyl-fumarate,637568.0,8.434643,2.0198507,637568,dimethyl-fumarate,False,0.0,,No metal,True
relugolix,10348973.0,9.84271,-1.3819226,10348973,relugolix,False,0.0,,No metal,True
mirabegron,9865528.0,10.1916275,-0.3995673,9865528,mirabegron,False,0.0,,No metal,True
sasapyrine,5161.0,7.8753004,1.6205391,5161,sasapyrine,False,0.0,,No metal,True
gdc-0927,87055263.0,11.671864,0.13009253,87055263,gdc-0927,False,0.0,,No metal,True
gnf-2,5311510.0,9.338829,-0.21771437,5311510,gnf-2,False,0.0,,No metal,True
mln0128,45375953.0,9.244082,-0.9380102,45375953,mln0128,False,0.0,,No metal,True
atropine-oxide,,11.895284,0.5239001,,atropine-oxide,False,0.0,,No metal,True
buclizine,3246096.0,10.962287,0.28724417,3246096,buclizine,False,0.0,,No metal,True
bremelanotide,,12.545633,-0.8146422,,bremelanotide,False,0.0,,No metal,True
decamethoxine,,11.490507,0.9909947,,decamethoxine,False,0.0,,No metal,True
mofegiline,6437850.0,9.785214,1.3021803,6437850,mofegiline,False,0.0,,No metal,True
cefditoren-pivoxil,6437877.0,4.72535,-0.112504154,6437877,cefditoren-pivoxil,False,0.0,,No metal,True
bix-02189,,10.018573,-0.7449704,,bix-02189,False,0.0,,No metal,True
ly344864,5311097.0,10.727457,-0.47218361,5311097,ly344864,False,0.0,,No metal,True
fenebrutinib,86567195.0,11.456254,-1.2905742,86567195,fenebrutinib,False,0.0,,No metal,True
shikimic-acid,11332752.0,7.9496818,1.9427804,11332752,shikimic-acid,False,0.0,,No metal,True
tegaserod,135409453.0,9.977176,0.43901995,135409453,tegaserod,False,0.0,,No metal,True
apramycin,3081545.0,10.476427,2.5501375,3081545,apramycin,False,0.0,,No metal,True
