name,pubchem_cid,UMAP1,UMAP2
alectinib,49806720.0,11.227279,-1.0089022
sertindole,60149.0,10.8503,-0.9856402
ceftaroline-fosamil,10033059.0,4.7371054,-0.09954585
rolitetracycline,,11.999706,-0.8590222
benzoic-acid,243.0,8.466368,1.8202505
olsalazine,,8.995594,1.2858722
cabozantinib,25102847.0,9.481222,-0.13589507
stigmasterol,5280794.0,8.2336445,3.8180125
thz2,78357763.0,9.949686,-0.8180205
ym-58483,2455.0,9.410225,-1.118703
pd-161570,5328135.0,10.708686,-0.88008
olda,5282106.0,10.28111,1.5483835
gw-842166,10253143.0,10.714735,-0.7096081
alpha-methylserotonin,14083218.0,9.306023,0.5281768
simurosertib,136443810.0,10.620092,-1.1512043
tak-632,46209401.0,9.527924,-0.21214895
droxicam,65679.0,3.956832,2.1023104
eticlopride,57267.0,11.814975,-0.32723746
delapril,5362116.0,11.945554,-0.44199044
ly255283,122023.0,9.714975,-0.83190525
varespladib,155815.0,11.712799,-0.8904134
mg-132,462382.0,9.734184,1.6859174
tromaril,31635.0,9.466354,1.1305133
tubastatin-a,49850262.0,10.624444,-0.46860835
tak-875,24857286.0,4.928011,1.9692681
daidzein,5281708.0,7.3400435,1.4530089
selegiline,26757.0,10.754867,0.8072915
