source,signature_id,signature_compound_query,signature_brd_primary,signature_compound_query_norm
L1000,L1000::gefitinib::OCILY3::::24H::10uM::EMU001::J13::BRD-K64052750,gefitinib,brd-k64052750,gefitinib
L1000,L1000::bosutinib::OCILY3::::24H::2.5uM::EMU001::J20::BRD-K99964838,bosutinib,brd-k99964838,bosutinib
L1000,L1000::LCB-03-0110::OCILY3::::24H::2.5uM::EMU001::O14::BRD-K11357827,LCB-03-0110,brd-k11357827,lcb-03-0110
L1000,L1000::saracatinib::OCILY3::::24H::0.66uM::EMU001::M21::BRD-K19540840,saracatinib,brd-k19540840,saracatinib
L1000,L1000::I-BET-762::OCILY3::::24H::10uM::EMU001::K19::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::PF-06465469::OCILY3::::24H::2.5uM::EMU001::N08::BRD-K77503770,PF-06465469,brd-k77503770,pf-06465469
L1000,L1000::BRD-K98039984::OCILY3::::24H::10uM::EMU001::K01::BRD-K98039984,BRD-K98039984,brd-k98039984,brd-k98039984
L1000,L1000::vorinostat::OCILY3::::24H::2.5uM::EMU001::O02::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::vorinostat::OCILY3::::24H::0.66uM::EMU001::O03::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::gossypol::OCILY3::::24H::10uM::EMU001::M01::BRD-K19295594,gossypol,brd-k19295594,gossypol
L1000,L1000::BRD-K98039984::OCILY3::::24H::0.125uM::EMU001::K04::BRD-K98039984,BRD-K98039984,brd-k98039984,brd-k98039984
L1000,L1000::bosutinib::OCILY3::::24H::10uM::EMU001::J19::BRD-K99964838,bosutinib,brd-k99964838,bosutinib
L1000,L1000::I-BET-762::OCILY3::::24H::0.66uM::EMU001::K21::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::macitentan::MDAMB231::::24H::0.25uM::REP.B020::P03::BRD-K48812570,macitentan,brd-k48812570,macitentan
L1000,L1000::podophyllotoxin::MDAMB231::::24H::2.22uM::REP.B020::N01::BRD-K47869605,podophyllotoxin,brd-k47869605,podophyllotoxin
L1000,L1000::podophyllotoxin::MDAMB231::::24H::0.08uM::REP.B020::N04::BRD-K47869605,podophyllotoxin,brd-k47869605,podophyllotoxin
L1000,L1000::N-6022::MDAMB231::::24H::2.22uM::REP.B020::A07::BRD-K82522873,N-6022,brd-k82522873,n-6022
L1000,L1000::macitentan::MDAMB231::::24H::0.08uM::REP.B020::P04::BRD-K48812570,macitentan,brd-k48812570,macitentan
L1000,L1000::macitentan::MDAMB231::::24H::2.22uM::REP.B020::P01::BRD-K48812570,macitentan,brd-k48812570,macitentan
L1000,L1000::macitentan::MDAMB231::::24H::0.03uM::REP.B020::P05::BRD-K48812570,macitentan,brd-k48812570,macitentan
L1000,L1000::podophyllotoxin::MDAMB231::::24H::0.03uM::REP.B020::N05::BRD-K47869605,podophyllotoxin,brd-k47869605,podophyllotoxin
L1000,L1000::podophyllotoxin::MDAMB231::::24H::0.25uM::REP.B020::N03::BRD-K47869605,podophyllotoxin,brd-k47869605,podophyllotoxin
L1000,L1000::LY-2090314::HA1E::::24H::0.04uM::REP.A024::L18::BRD-K78055238,LY-2090314,brd-k78055238,ly-2090314
L1000,L1000::fluspirilene::HA1E::::24H::10uM::REP.A024::L07::BRD-K77947974,fluspirilene,brd-k77947974,fluspirilene
L1000,L1000::IKK-2-inhibitor-V::HA1E::::24H::10uM::REP.A024::C13::BRD-K74305673,IKK-2-inhibitor-V,brd-k74305673,ikk-2-inhibitor-v
L1000,L1000::LY-2090314::HA1E::::24H::10uM::REP.A024::L13::BRD-K78055238,LY-2090314,brd-k78055238,ly-2090314
L1000,L1000::LY-2090314::HA1E::::24H::3.33uM::REP.A024::L14::BRD-K78055238,LY-2090314,brd-k78055238,ly-2090314
L1000,L1000::LY-2090314::HA1E::::24H::0.37uM::REP.A024::L16::BRD-K78055238,LY-2090314,brd-k78055238,ly-2090314
L1000,L1000::doramapimod::HA1E::::24H::10uM::REP.A024::C01::BRD-K74065929,doramapimod,brd-k74065929,doramapimod
L1000,L1000::IKK-2-inhibitor-V::HA1E::::24H::1.11uM::REP.A024::C15::BRD-K74305673,IKK-2-inhibitor-V,brd-k74305673,ikk-2-inhibitor-v
L1000,L1000::enzastaurin::HA1E::::24H::1.11uM::REP.A024::P03::BRD-K79404599,enzastaurin,brd-k79404599,enzastaurin
L1000,L1000::IKK-2-inhibitor-V::HA1E::::24H::3.33uM::REP.A024::C14::BRD-K74305673,IKK-2-inhibitor-V,brd-k74305673,ikk-2-inhibitor-v
L1000,L1000::LY-2090314::HA1E::::24H::0.125uM::REP.A024::L17::BRD-K78055238,LY-2090314,brd-k78055238,ly-2090314
L1000,L1000::enzastaurin::HA1E::::24H::10uM::REP.A024::P01::BRD-K79404599,enzastaurin,brd-k79404599,enzastaurin
L1000,L1000::IKK-2-inhibitor-V::HA1E::::24H::0.37uM::REP.A024::C16::BRD-K74305673,IKK-2-inhibitor-V,brd-k74305673,ikk-2-inhibitor-v
L1000,L1000::LY-2090314::HA1E::::24H::1.11uM::REP.A024::L15::BRD-K78055238,LY-2090314,brd-k78055238,ly-2090314
L1000,L1000::BRD-M90295809::A549::::24H::20uM::ERAM001::K01::BRD-M90295809,BRD-M90295809,brd-m90295809,brd-m90295809
L1000,L1000::trametinib::A549::::24H::6.66uM::ERAM001::B10::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::SF-11003-A1::A549::::24H::2.5uM::ERAM001::C18::BRD-K26975650,SF-11003-A1,brd-k26975650,sf-11003-a1
L1000,L1000::BRD-K33668505::A549::::24H::20uM::ERAM001::F01::BRD-K33668505,BRD-K33668505,brd-k33668505,brd-k33668505
L1000,L1000::BRD-K43513122::A549::::24H::20uM::ERAM001::E07::BRD-K43513122,BRD-K43513122,brd-k43513122,brd-k43513122
L1000,L1000::BRD-K56569077::A549::::24H::20uM::ERAM001::I01::BRD-K56569077,BRD-K56569077,brd-k56569077,brd-k56569077
L1000,L1000::trametinib::A549::::24H::2.5uM::ERAM001::B12::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::BRD-K24238120::A549::::24H::8uM::ERAM001::G21::BRD-K24238120,BRD-K24238120,brd-k24238120,brd-k24238120
L1000,L1000::brequinar::A549::::24H::1.67uM::ERAM001::G03::BRD-K96123349,brequinar,brd-k96123349,brequinar
L1000,L1000::BRD-K91041732::A549::::24H::8uM::ERAM001::C03::BRD-K91041732,BRD-K91041732,brd-k91041732,brd-k91041732
L1000,L1000::BRD-K24238120::A549::::24H::20uM::ERAM001::G19::BRD-K24238120,BRD-K24238120,brd-k24238120,brd-k24238120
L1000,L1000::BRD-K96884956::A549::::24H::4uM::ERAM001::L11::BRD-K96884956,BRD-K96884956,brd-k96884956,brd-k96884956
L1000,L1000::brequinar::A549::::24H::1.25uM::ERAM001::G04::BRD-K96123349,brequinar,brd-k96123349,brequinar
L1000,L1000::BRD-K91041732::A549::::24H::4uM::ERAM001::C05::BRD-K91041732,BRD-K91041732,brd-k91041732,brd-k91041732
L1000,L1000::brequinar::A549::::24H::2.5uM::ERAM001::G02::BRD-K96123349,brequinar,brd-k96123349,brequinar
L1000,L1000::BRD-K03587208::A549::::24H::20uM::ERAM001::L19::BRD-K03587208,BRD-K03587208,brd-k03587208,brd-k03587208
L1000,L1000::BRD-K60807836::A549::::24H::20uM::ERAM001::F13::BRD-K60807836,BRD-K60807836,brd-k60807836,brd-k60807836
L1000,L1000::BRD-K91041732::A549::::24H::12.5uM::ERAM001::C02::BRD-K91041732,BRD-K91041732,brd-k91041732,brd-k91041732
L1000,L1000::erlotinib::A549::::24H::12.5uM::ERAM001::L02::BRD-K70401845,erlotinib,brd-k70401845,erlotinib
L1000,L1000::BRD-K91041732::A549::::24H::2.5uM::ERAM001::C06::BRD-K91041732,BRD-K91041732,brd-k91041732,brd-k91041732
L1000,L1000::trametinib::A549::::24H::4uM::ERAM001::B11::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::BRD-K88615478::A549::::24H::8uM::ERAM001::M21::BRD-K88615478,BRD-K88615478,brd-k88615478,brd-k88615478
L1000,L1000::BRD-K24238120::A549::::24H::12.5uM::ERAM001::G20::BRD-K24238120,BRD-K24238120,brd-k24238120,brd-k24238120
L1000,L1000::trametinib::A549::::24H::12.5uM::ERAM001::B08::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::brequinar::A549::::24H::4uM::ERAM001::G01::BRD-K96123349,brequinar,brd-k96123349,brequinar
L1000,L1000::brequinar::A549::::24H::0.5uM::ERAM001::G06::BRD-K96123349,brequinar,brd-k96123349,brequinar
L1000,L1000::BRD-K91041732::A549::::24H::20uM::ERAM001::C01::BRD-K91041732,BRD-K91041732,brd-k91041732,brd-k91041732
L1000,L1000::erlotinib::A549::::24H::20uM::ERAM001::L01::BRD-K70401845,erlotinib,brd-k70401845,erlotinib
L1000,L1000::trametinib::A549::::24H::8uM::ERAM001::B09::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::BRD-K56869709::A549::::24H::20uM::ERAM001::F19::BRD-K56869709,BRD-K56869709,brd-k56869709,brd-k56869709
L1000,L1000::BRD-K96884956::A549::::24H::20uM::ERAM001::L07::BRD-K96884956,BRD-K96884956,brd-k96884956,brd-k96884956
L1000,L1000::BRD-K91041732::A549::::24H::6.66uM::ERAM001::C04::BRD-K91041732,BRD-K91041732,brd-k91041732,brd-k91041732
L1000,L1000::brequinar::A549::::24H::0.74uM::ERAM001::G05::BRD-K96123349,brequinar,brd-k96123349,brequinar
L1000,L1000::trametinib::A549::::24H::20uM::ERAM001::B07::BRD-K12343256,trametinib,brd-k12343256,trametinib
L1000,L1000::KU-55933::HFL1::::24H::10uM::LUNG001::O09::BRD-K25311561,KU-55933,brd-k25311561,ku-55933
L1000,L1000::saracatinib::HFL1::::24H::10uM::LUNG001::O06::BRD-K19540840,saracatinib,brd-k19540840,saracatinib
L1000,L1000::midostaurin::HFL1::::24H::10uM::LUNG001::K05::BRD-K13646352,midostaurin,brd-k13646352,midostaurin
L1000,L1000::indirubin-3-monoxime::HFL1::::24H::10uM::LUNG001::N12::BRD-K19136521,indirubin-3-monoxime,brd-k19136521,indirubin-3-monoxime
L1000,L1000::enzastaurin::HFL1::::24H::10uM::LUNG001::N13::BRD-K79404599,enzastaurin,brd-k79404599,enzastaurin
L1000,L1000::navitoclax::HFL1::::24H::10uM::LUNG001::L19::BRD-K82746043,navitoclax,brd-k82746043,navitoclax
L1000,L1000::panobinostat::HFL1::::24H::10uM::LUNG001::B07::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::BCI-hydrochloride::HFL1::::24H::10uM::LUNG001::D03::BRD-A11007541,BCI-hydrochloride,brd-a11007541,bci-hydrochloride
L1000,L1000::selumetinib::HFL1::::24H::10uM::LUNG001::K10::BRD-K57080016,selumetinib,brd-k57080016,selumetinib
L1000,L1000::BI-2536::HFL1::::24H::10uM::LUNG001::L14::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::GDC-0941::HFL1::::24H::10uM::LUNG001::B20::BRD-K52911425,GDC-0941,brd-k52911425,gdc-0941
L1000,L1000::alvocidib::HFL1::::24H::10uM::LUNG001::G07::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::SB-216763::HFL1::::24H::10uM::LUNG001::C10::BRD-K59184148,SB-216763,brd-k59184148,sb-216763
L1000,L1000::cediranib::HFL1::::24H::10uM::LUNG001::E15::BRD-K86930074,cediranib,brd-k86930074,cediranib
L1000,L1000::mocetinostat::HFL1::::24H::10uM::LUNG001::E13::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::SU-11274::HFL1::::24H::10uM::LUNG001::E03::BRD-K02965346,SU-11274,brd-k02965346,su-11274
L1000,L1000::PD-184352::HFL1::::24H::10uM::LUNG001::J12::BRD-K05104363,PD-184352,brd-k05104363,pd-184352
L1000,L1000::JNJ-7706621::HFL1::::24H::10uM::LUNG001::H19::BRD-K11636097,JNJ-7706621,brd-k11636097,jnj-7706621
L1000,L1000::gossypol::HFL1::::24H::10uM::LUNG001::I14::BRD-K19295594,gossypol,brd-k19295594,gossypol
L1000,L1000::bisindolylmaleimide::HFL1::::24H::10uM::LUNG001::K09::BRD-K31342827,bisindolylmaleimide,brd-k31342827,bisindolylmaleimide
L1000,L1000::masitinib::A549::::24H::10uM::PBIOA017::P13::BRD-K71035033,masitinib,brd-k71035033,masitinib
L1000,L1000::vorinostat::A549::::24H::10uM::PBIOA017::O01::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::BRD-K19826688::A549::::24H::10uM::PBIOA017::B13::BRD-K19826688,BRD-K19826688,brd-k19826688,brd-k19826688
L1000,L1000::fasudil::A549::::24H::10uM::PBIOA017::H19::BRD-K76617868,fasudil,brd-k76617868,fasudil
L1000,L1000::MK-2206::A549::::24H::10uM::PBIOA017::N13::BRD-K68065987,MK-2206,brd-k68065987,mk-2206
L1000,L1000::BRD-K70650803::A549::::24H::10uM::PBIOA017::O19::BRD-K70650803,BRD-K70650803,brd-k70650803,brd-k70650803
L1000,L1000::PF-4800567::A549::::24H::0.37uM::PBIOA017::M16::BRD-K43428468,PF-4800567,brd-k43428468,pf-4800567
L1000,L1000::CX-4945::A549::::24H::10uM::PBIOA017::A19::BRD-K81458380,CX-4945,brd-k81458380,cx-4945
L1000,L1000::AEG-3482::A549::::24H::10uM::PBIOA017::G07::BRD-K77634909,AEG-3482,brd-k77634909,aeg-3482
L1000,L1000::PLX-4720::A549::::24H::10uM::PBIOA017::N01::BRD-K16478699,PLX-4720,brd-k16478699,plx-4720
L1000,L1000::tacedinaline::HELA::::24H::3.33uM::REP.A016::E08::BRD-K52313696,tacedinaline,brd-k52313696,tacedinaline
L1000,L1000::econazole::HELA::::24H::3.33uM::REP.A016::D14::BRD-A51820102,econazole,brd-a51820102,econazole
L1000,L1000::econazole::HELA::::24H::10uM::REP.A016::D13::BRD-A51820102,econazole,brd-a51820102,econazole
L1000,L1000::OTS-167::HELA::::24H::0.04uM::REP.A016::O12::BRD-K53417444,OTS-167,brd-k53417444,ots-167
L1000,L1000::MK-1775::HELA::::24H::0.125uM::REP.A016::I23::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::palbociclib::HELA::::24H::0.37uM::REP.A016::A22::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::apocynin::HELA::::24H::3.33uM::REP.A016::P20::BRD-K64990520,apocynin,brd-k64990520,apocynin
L1000,L1000::tacedinaline::HELA::::24H::0.37uM::REP.A016::E10::BRD-K52313696,tacedinaline,brd-k52313696,tacedinaline
L1000,L1000::MK-1775::HELA::::24H::3.33uM::REP.A016::I20::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::vortioxetine::HELA::::24H::10uM::REP.A016::I07::BRD-K53963539,vortioxetine,brd-k53963539,vortioxetine
L1000,L1000::MK-1775::HELA::::24H::10uM::REP.A016::I19::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::apocynin::HELA::::24H::0.37uM::REP.A016::P22::BRD-K64990520,apocynin,brd-k64990520,apocynin
L1000,L1000::venlafaxine::HELA::::24H::0.37uM::REP.A016::D10::BRD-A51714012,venlafaxine,brd-a51714012,venlafaxine
L1000,L1000::tacedinaline::HELA::::24H::1.11uM::REP.A016::E09::BRD-K52313696,tacedinaline,brd-k52313696,tacedinaline
L1000,L1000::MK-1775::HELA::::24H::1.11uM::REP.A016::I21::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::apocynin::HELA::::24H::10uM::REP.A016::P19::BRD-K64990520,apocynin,brd-k64990520,apocynin
L1000,L1000::tacedinaline::HELA::::24H::10uM::REP.A016::E07::BRD-K52313696,tacedinaline,brd-k52313696,tacedinaline
L1000,L1000::AS-605240::HELA::::24H::10uM::REP.A016::N19::BRD-K41895714,AS-605240,brd-k41895714,as-605240
L1000,L1000::tacedinaline::HELA::::24H::0.04uM::REP.A016::E12::BRD-K52313696,tacedinaline,brd-k52313696,tacedinaline
L1000,L1000::MK-1775::HELA::::24H::0.37uM::REP.A016::I22::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::palbociclib::HAP1.RELA::::24H::3.33uM::MOAR017::K17::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::LY-2835219::HAP1.RELA::::24H::3.33uM::MOAR017::F17::BRD-K33622447,LY-2835219,brd-k33622447,ly-2835219
L1000,L1000::PK-11195::JURKAT::::24H::0.08uM::REP.B013::I22::BRD-A41451487,PK-11195,brd-a41451487,pk-11195
L1000,L1000::valproic-acid::JURKAT::::24H::0.08uM::REP.B013::I10::BRD-K41260949,valproic-acid,brd-k41260949,valproic-acid
L1000,L1000::tolnaftate::JURKAT::::24H::0.08uM::REP.B013::P16::BRD-K44273375,tolnaftate,brd-k44273375,tolnaftate
L1000,L1000::valproic-acid::JURKAT::::24H::0.01uM::REP.B013::I12::BRD-K41260949,valproic-acid,brd-k41260949,valproic-acid
L1000,L1000::mocetinostat::CD34::::24H::1.11uM::LJP008::I09::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::dasatinib::CD34::::24H::0.04uM::LJP008::G18::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::VE-821::CD34::::24H::10uM::LJP008::P07::BRD-K26756394,VE-821,brd-k26756394,ve-821
L1000,L1000::mocetinostat::CD34::::24H::3.33uM::LJP008::I08::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::NU-7026::CD34::::24H::0.12uM::LJP008::O23::BRD-K09537769,NU-7026,brd-k09537769,nu-7026
L1000,L1000::AGK-2::CD34::::24H::10uM::LJP008::E19::BRD-K32536677,AGK-2,brd-k32536677,agk-2
L1000,L1000::mocetinostat::CD34::::24H::10uM::LJP008::I07::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::PFI-1::CD34::::24H::10uM::LJP008::G01::BRD-K13094524,PFI-1,brd-k13094524,pfi-1
L1000,L1000::GSK-J4::CD34::::24H::10uM::LJP008::F19::BRD-K98203492,GSK-J4,brd-k98203492,gsk-j4
L1000,L1000::KU-55933::CD34::::24H::10uM::LJP008::B13::BRD-K25311561,KU-55933,brd-k25311561,ku-55933
L1000,L1000::olaparib::CD34::::24H::0.12uM::LJP008::D05::BRD-K02113016,olaparib,brd-k02113016,olaparib
L1000,L1000::olaparib::CD34::::24H::10uM::LJP008::D01::BRD-K02113016,olaparib,brd-k02113016,olaparib
L1000,L1000::resveratrol::CD34::::24H::0.37uM::LJP008::M04::BRD-K80738081,resveratrol,brd-k80738081,resveratrol
L1000,L1000::I-BET-151::CD34::::24H::3.33uM::LJP008::K02::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::mocetinostat::CD34::::24H::0.12uM::LJP008::I11::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::vorinostat::CD34::::24H::10uM::LJP008::G07::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::CGP-60474::CD34::::24H::0.04uM::LJP008::C24::BRD-K79090631,CGP-60474,brd-k79090631,cgp-60474
L1000,L1000::VE-821::CD34::::24H::0.04uM::LJP008::P12::BRD-K26756394,VE-821,brd-k26756394,ve-821
L1000,L1000::dasatinib::CD34::::24H::1.11uM::LJP008::G15::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::dasatinib::CD34::::24H::0.12uM::LJP008::G17::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::I-BET-151::CD34::::24H::10uM::LJP008::K01::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::I-BET-762::CD34::::24H::10uM::LJP008::I01::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::I-BET-151::CD34::::24H::1.11uM::LJP008::K03::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::AGK-2::CD34::::24H::3.33uM::LJP008::E20::BRD-K32536677,AGK-2,brd-k32536677,agk-2
L1000,L1000::dasatinib::CD34::::24H::10uM::LJP008::G13::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::VE-821::CD34::::24H::3.33uM::LJP008::P08::BRD-K26756394,VE-821,brd-k26756394,ve-821
L1000,L1000::mocetinostat::CD34::::24H::0.37uM::LJP008::I10::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::vorinostat::CD34::::24H::3.33uM::LJP008::G08::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::dasatinib::CD34::::24H::3.33uM::LJP008::G14::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::vorinostat::CD34::::24H::0.37uM::LJP008::G10::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::ACY-1215::CD34::::24H::3.33uM::LJP008::F02::BRD-K82928847,ACY-1215,brd-k82928847,acy-1215
L1000,L1000::CGP-60474::CD34::::24H::0.12uM::LJP008::C23::BRD-K79090631,CGP-60474,brd-k79090631,cgp-60474
L1000,L1000::UNC-0638::CD34::::24H::10uM::LJP008::M07::BRD-K86856088,UNC-0638,brd-k86856088,unc-0638
L1000,L1000::NU-7026::CD34::::24H::3.33uM::LJP008::O20::BRD-K09537769,NU-7026,brd-k09537769,nu-7026
L1000,L1000::KU-55933::CD34::::24H::0.12uM::LJP008::B17::BRD-K25311561,KU-55933,brd-k25311561,ku-55933
L1000,L1000::I-BET-151::CD34::::24H::0.37uM::LJP008::K04::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::MK-1775::CD34::::24H::10uM::LJP008::A19::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::vorinostat::CD34::::24H::10uM::LJP008::A03::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::UNC-1215::CD34::::24H::3.33uM::LJP008::F14::BRD-K83189926,UNC-1215,brd-k83189926,unc-1215
L1000,L1000::ACY-1215::CD34::::24H::10uM::LJP008::F01::BRD-K82928847,ACY-1215,brd-k82928847,acy-1215
L1000,L1000::dasatinib::CD34::::24H::0.37uM::LJP008::G16::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::GSK-J4::CD34::::24H::3.33uM::LJP008::F20::BRD-K98203492,GSK-J4,brd-k98203492,gsk-j4
L1000,L1000::troglitazone::PC3::::24H::10uM::DOSVAL006::K11::BRD-A13084692,troglitazone,brd-a13084692,troglitazone
L1000,L1000::troglitazone::PC3::::24H::20uM::DOSVAL006::K10::BRD-A13084692,troglitazone,brd-a13084692,troglitazone
L1000,L1000::vorinostat::PC3::::24H::4uM::DOSVAL006::G15::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::troglitazone::PC3::::24H::4uM::DOSVAL006::K12::BRD-A13084692,troglitazone,brd-a13084692,troglitazone
L1000,L1000::vorinostat::PC3::::24H::20uM::DOSVAL006::G13::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::vorinostat::PC3::::24H::10uM::DOSVAL006::G14::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::alvocidib::MCF7::::6H::0.12uM::ASG003::J21::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::thioridazine::MCF7::::6H::10uM::ASG003::M01::BRD-A84481105,thioridazine,brd-a84481105,thioridazine
L1000,L1000::panobinostat::MCF7::::6H::1.11uM::ASG003::P02::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::lapatinib::MCF7::::6H::10uM::ASG003::O07::BRD-K19687926,lapatinib,brd-k19687926,lapatinib
L1000,L1000::ABT-737::MCF7::::6H::1.11uM::ASG003::L02::BRD-K56301217,ABT-737,brd-k56301217,abt-737
L1000,L1000::ponatinib::MCF7::::6H::10uM::ASG003::P13::BRD-K44227013,ponatinib,brd-k44227013,ponatinib
L1000,L1000::amlodipine::MCF7::::6H::10uM::ASG003::G04::BRD-A22032524,amlodipine,brd-a22032524,amlodipine
L1000,L1000::alvocidib::MCF7::::6H::1.11uM::ASG003::J20::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::JNJ-7706621::MCF7::::6H::10uM::ASG003::L22::BRD-K11636097,JNJ-7706621,brd-k11636097,jnj-7706621
L1000,L1000::panobinostat::MCF7::::6H::0.12uM::ASG003::P03::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::ABT-737::MCF7::::6H::10uM::ASG003::L01::BRD-K56301217,ABT-737,brd-k56301217,abt-737
L1000,L1000::palbociclib::MCF7::::6H::1.11uM::ASG003::K17::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::vandetanib::MCF7::::6H::10uM::ASG003::N22::BRD-K77625799,vandetanib,brd-k77625799,vandetanib
L1000,L1000::vorinostat::MCF7::::6H::1.11uM::ASG003::F05::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::palbociclib::MCF7::::6H::10uM::ASG003::K16::BRD-K51313569,palbociclib,brd-k51313569,palbociclib
L1000,L1000::selumetinib::MCF7::::6H::10uM::ASG003::E04::BRD-K57080016,selumetinib,brd-k57080016,selumetinib
L1000,L1000::ponatinib::MCF7::::6H::1.11uM::ASG003::P14::BRD-K44227013,ponatinib,brd-k44227013,ponatinib
L1000,L1000::BI-2536::MCF7::::6H::1.11uM::ASG003::D05::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::dasatinib::MCF7::::6H::10uM::ASG003::N01::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::nocodazole::MCF7::::6H::10uM::ASG003::I01::BRD-K12539581,nocodazole,brd-k12539581,nocodazole
L1000,L1000::alvocidib::MCF7::::6H::10uM::ASG003::J19::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::vorinostat::MCF7::::6H::10uM::ASG003::F04::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::tandutinib::MCF7::::6H::10uM::ASG003::D13::BRD-K89162000,tandutinib,brd-k89162000,tandutinib
L1000,L1000::RITA::MCF7::::6H::1.11uM::ASG003::A23::BRD-K00317371,RITA,brd-k00317371,rita
L1000,L1000::BI-2536::MCF7::::6H::10uM::ASG003::D04::BRD-K64890080,BI-2536,brd-k64890080,bi-2536
L1000,L1000::AZ-628::MCF7::::6H::10uM::ASG003::J13::BRD-K05804044,AZ-628,brd-k05804044,az-628
L1000,L1000::raloxifene::MCF7::::6H::10uM::ASG003::I13::BRD-K63828191,raloxifene,brd-k63828191,raloxifene
L1000,L1000::panobinostat::MCF7::::6H::10uM::ASG003::P01::BRD-K02130563,panobinostat,brd-k02130563,panobinostat
L1000,L1000::RITA::MCF7::::6H::10uM::ASG003::A22::BRD-K00317371,RITA,brd-k00317371,rita
L1000,L1000::nocodazole::MCF7::::6H::1.11uM::ASG003::I02::BRD-K12539581,nocodazole,brd-k12539581,nocodazole
L1000,L1000::AZD-7762::YAPC::::24H::0.74uM::REP.B021::P08::BRD-K86525559,AZD-7762,brd-k86525559,azd-7762
